City,total_reviews,total_places,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Dharamsala,4744,28,4.3307335581787525,216,662,3866,0.045531197301854974,0.13954468802698144,0.8149241146711635,0.7693929173693086
Ponnani,26,4,4.269230769230769,0,6,20,0.0,0.23076923076923078,0.7692307692307693,0.7692307692307693
Masinagudi,65,1,4.246153846153846,2,11,52,0.03076923076923077,0.16923076923076924,0.8,0.7692307692307693
Basti,13,4,3.923076923076923,0,3,10,0.0,0.23076923076923078,0.7692307692307693,0.7692307692307693
Udupi,1856,35,4.295797413793103,39,351,1466,0.02101293103448276,0.18911637931034483,0.7898706896551724,0.7688577586206896
Chakrata,147,6,4.27891156462585,5,24,118,0.034013605442176874,0.16326530612244897,0.8027210884353742,0.7687074829931972
Bokaro Steel City,151,9,4.28476821192053,3,29,119,0.019867549668874173,0.19205298013245034,0.7880794701986755,0.7682119205298014
Nellore,314,18,4.238853503184713,7,59,248,0.022292993630573247,0.18789808917197454,0.7898089171974523,0.767515923566879
Mandsaur,43,3,4.348837209302325,1,8,34,0.023255813953488372,0.18604651162790697,0.7906976744186046,0.7674418604651162
Maheshwar,533,19,4.313320825515947,7,110,416,0.013133208255159476,0.20637898686679174,0.7804878048780488,0.7673545966228893
Jalgaon,176,17,4.369318181818182,3,35,138,0.017045454545454544,0.19886363636363635,0.7840909090909091,0.7670454545454545
Lansdowne,2563,14,4.309012875536481,119,360,2084,0.046429964884900504,0.14046039797112758,0.8131096371439719,0.7666796722590714
Adipur,30,3,4.266666666666667,0,7,23,0.0,0.23333333333333334,0.7666666666666667,0.7666666666666667
Chengalpattu,30,6,4.233333333333333,1,5,24,0.03333333333333333,0.16666666666666666,0.8,0.7666666666666667
Kanger Valley National Park,128,2,4.2890625,2,26,100,0.015625,0.203125,0.78125,0.765625
Malvan,1403,21,4.308624376336422,47,235,1121,0.03349964362081254,0.16749821810406273,0.7990021382751248,0.7655024946543122
Kannan Devan Hills,315,1,4.311111111111111,13,48,254,0.04126984126984127,0.1523809523809524,0.8063492063492064,0.7650793650793651
Bhimavaram,68,3,4.235294117647059,1,14,53,0.014705882352941176,0.20588235294117646,0.7794117647058824,0.7647058823529412
Murthal,17,1,4.529411764705882,2,0,15,0.11764705882352941,0.0,0.8823529411764706,0.7647058823529411
Pune District,17,1,4.411764705882353,0,4,13,0.0,0.23529411764705882,0.7647058823529411,0.7647058823529411
Kanker,17,4,4.352941176470588,0,4,13,0.0,0.23529411764705882,0.7647058823529411,0.7647058823529411
Mettupalayam,17,3,4.352941176470588,0,4,13,0.0,0.23529411764705882,0.7647058823529411,0.7647058823529411
Mandi,624,25,4.3173076923076925,18,111,495,0.028846153846153848,0.1778846153846154,0.7932692307692307,0.7644230769230769
Mangalore,4343,61,4.303476859313839,147,731,3465,0.033847570803591985,0.16831683168316833,0.7978355975132397,0.7639880267096477
Shoghi,72,3,4.375,4,9,59,0.05555555555555555,0.125,0.8194444444444444,0.7638888888888888
Mount Abu,6863,29,4.2901063674777795,283,1056,5524,0.041235611248725046,0.1538685705959493,0.8048958181553256,0.7636602069066005
Solapur,482,16,4.267634854771784,20,74,388,0.04149377593360996,0.15352697095435686,0.8049792531120332,0.7634854771784233
Anandpur Sahib,93,5,4.32258064516129,2,18,73,0.021505376344086023,0.1935483870967742,0.7849462365591398,0.7634408602150538
Saligao,169,2,4.325443786982248,7,26,136,0.04142011834319527,0.15384615384615385,0.8047337278106509,0.7633136094674556
Belgaum,414,19,4.219806763285024,15,68,331,0.036231884057971016,0.1642512077294686,0.7995169082125604,0.7632850241545893
Thane,2022,35,4.3254203758654794,95,289,1638,0.046983184965380814,0.14292779426310584,0.8100890207715133,0.7631058358061326
Lava,80,3,4.45,4,11,65,0.05,0.1375,0.8125,0.7625
Rajkot,1612,46,4.284119106699752,39,305,1268,0.024193548387096774,0.1892059553349876,0.7866004962779156,0.7624069478908189
Hoshiarpur,21,7,4.333333333333333,1,3,17,0.047619047619047616,0.14285714285714285,0.8095238095238095,0.7619047619047619
Bhatkal,84,5,4.285714285714286,0,20,64,0.0,0.23809523809523808,0.7619047619047619,0.7619047619047619
Ramgarh,218,3,4.426605504587156,15,22,181,0.06880733944954129,0.10091743119266056,0.8302752293577982,0.7614678899082569
Krishnagiri,88,14,4.284090909090909,5,11,72,0.056818181818181816,0.125,0.8181818181818182,0.7613636363636365
Lavasa,310,3,4.316129032258065,21,32,257,0.06774193548387097,0.1032258064516129,0.8290322580645161,0.7612903225806451
Kanpur,1083,30,4.29455216989843,40,179,864,0.03693444136657433,0.16528162511542013,0.7977839335180056,0.7608494921514313
Thrikkakara,25,1,4.32,1,4,20,0.04,0.16,0.8,0.76
Hemis,233,2,4.351931330472103,8,40,185,0.034334763948497854,0.17167381974248927,0.7939914163090128,0.7596566523605149
Giridih,133,8,4.2706766917293235,4,24,105,0.03007518796992481,0.18045112781954886,0.7894736842105263,0.7593984962406015
Panchgani,2131,17,4.254340685124355,91,331,1709,0.042702956358517126,0.15532613796339748,0.8019709056780854,0.7592679493195682
Nilambur,108,4,4.388888888888889,5,16,87,0.046296296296296294,0.14814814814814814,0.8055555555555556,0.7592592592592593
Sringeri,340,10,4.2823529411764705,9,64,267,0.026470588235294117,0.18823529411764706,0.7852941176470588,0.7588235294117647
Anantapur,124,11,4.290322580645161,5,20,99,0.04032258064516129,0.16129032258064516,0.7983870967741935,0.7580645161290323
Hisar,66,6,4.257575757575758,2,12,52,0.030303030303030304,0.18181818181818182,0.7878787878787878,0.7575757575757576
Gandikota,276,3,4.3731884057971016,10,47,219,0.036231884057971016,0.17028985507246377,0.7934782608695652,0.7572463768115941
Dapoli,784,14,4.295918367346939,48,95,641,0.061224489795918366,0.1211734693877551,0.8176020408163265,0.7563775510204082
Vadodara,5695,69,4.258999122036874,198,992,4505,0.034767339771729584,0.17418788410886743,0.7910447761194029,0.7562774363476733
Bharuch,562,22,4.304270462633452,15,107,440,0.026690391459074734,0.1903914590747331,0.7829181494661922,0.7562277580071175
Nashik,6570,79,4.349923896499239,281,1042,5247,0.04277016742770168,0.15859969558599696,0.7986301369863014,0.7558599695585997
Kottayam,1112,41,4.318345323741007,43,186,883,0.03866906474820144,0.1672661870503597,0.7940647482014388,0.7553956834532374
Srinagar,17202,63,4.288047901406813,715,2779,13708,0.041564934309963955,0.16155098244390187,0.7968840832461341,0.7553191489361701
Baga,6575,4,4.331254752851711,385,840,5350,0.05855513307984791,0.12775665399239544,0.8136882129277566,0.7551330798479087
Nadiad,106,6,4.349056603773585,2,22,82,0.018867924528301886,0.20754716981132076,0.7735849056603774,0.7547169811320755
Moodabidri,53,4,4.2075471698113205,1,11,41,0.018867924528301886,0.20754716981132076,0.7735849056603774,0.7547169811320755
Triyuginarayan,53,1,4.09433962264151,1,11,41,0.018867924528301886,0.20754716981132076,0.7735849056603774,0.7547169811320755
Mhow,57,4,4.368421052631579,3,8,46,0.05263157894736842,0.14035087719298245,0.8070175438596491,0.7543859649122806
Jeypore,57,6,4.315789473684211,1,12,44,0.017543859649122806,0.21052631578947367,0.7719298245614035,0.7543859649122806
Tripunithura,61,3,4.39344262295082,1,13,47,0.01639344262295082,0.21311475409836064,0.7704918032786885,0.7540983606557377
Peermade,126,2,4.357142857142857,7,17,102,0.05555555555555555,0.1349206349206349,0.8095238095238095,0.753968253968254
Loleygaon,69,2,4.2898550724637685,2,13,54,0.028985507246376812,0.18840579710144928,0.782608695652174,0.7536231884057971
Vengurla,146,13,4.267123287671233,4,28,114,0.0273972602739726,0.1917808219178082,0.7808219178082192,0.7534246575342466
Thirunageswaram,219,1,4.237442922374429,4,46,169,0.0182648401826484,0.2100456621004566,0.771689497716895,0.7534246575342466
Jawhar,73,7,4.315068493150685,3,12,58,0.0410958904109589,0.1643835616438356,0.7945205479452054,0.7534246575342465
Greater Noida,567,8,4.349206349206349,31,78,458,0.054673721340388004,0.13756613756613756,0.8077601410934744,0.7530864197530864
Mysuru (Mysore),22716,76,4.281475611903504,1001,3612,18103,0.04406585666490579,0.1590068674062335,0.7969272759288607,0.7528614192639549
Purulia,291,10,4.3367697594501715,17,38,236,0.058419243986254296,0.13058419243986255,0.8109965635738832,0.7525773195876289
Coimbatore,4975,73,4.2751758793969845,173,888,3914,0.03477386934673367,0.1784924623115578,0.7867336683417085,0.7519597989949749
Navsari,133,10,4.338345864661654,6,21,106,0.045112781954887216,0.15789473684210525,0.7969924812030075,0.7518796992481203
Durgapur,443,14,4.246049661399549,17,76,350,0.03837471783295711,0.17155756207674944,0.7900677200902935,0.7516930022573364
Jhunjhunu,153,10,4.34640522875817,6,26,121,0.0392156862745098,0.16993464052287582,0.7908496732026143,0.7516339869281046
Kurseong,157,13,4.248407643312102,5,29,123,0.03184713375796178,0.18471337579617833,0.7834394904458599,0.7515923566878981
Jodhpur,15718,73,4.282287822878229,650,2608,12460,0.04135386181448021,0.1659244178648683,0.7927217203206515,0.7513678585061713
Mandarmani,843,1,4.33926453143535,59,92,692,0.06998813760379596,0.10913404507710557,0.8208778173190985,0.7508896797153025
Thrissur,2741,60,4.299890550893834,87,510,2144,0.031740240788033565,0.18606348048157606,0.7821962787303903,0.7504560379423567
Vrindavan,2991,19,4.30692076228686,142,463,2386,0.04747576061517887,0.15479772651287194,0.7977265128719492,0.7502507522567703
Rampachodavaram,4,1,4.75,0,1,3,0.0,0.25,0.75,0.75
Bidarakatte,4,1,4.5,0,1,3,0.0,0.25,0.75,0.75
Kanjirappally,8,1,4.5,0,2,6,0.0,0.25,0.75,0.75
Maravanthe,4,1,4.5,0,1,3,0.0,0.25,0.75,0.75
Sagar,4,1,4.5,0,1,3,0.0,0.25,0.75,0.75
Vaduvur,4,1,4.5,0,1,3,0.0,0.25,0.75,0.75
Yupia,12,5,4.5,1,1,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.75
Davanagere,12,4,4.416666666666667,0,3,9,0.0,0.25,0.75,0.75
Sitarganj,12,1,4.416666666666667,1,1,10,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.75
Kalol,100,2,4.38,2,21,77,0.02,0.21,0.77,0.75
Koonthakulam,8,1,4.375,0,2,6,0.0,0.25,0.75,0.75
Pandavapura,16,1,4.375,0,4,12,0.0,0.25,0.75,0.75
Raigarh,8,3,4.375,0,2,6,0.0,0.25,0.75,0.75
Thiruvilvamala,8,2,4.375,0,2,6,0.0,0.25,0.75,0.75
Kawardha,76,6,4.315789473684211,3,13,60,0.039473684210526314,0.17105263157894737,0.7894736842105263,0.75
Tinsukia,152,8,4.309210526315789,3,32,117,0.019736842105263157,0.21052631578947367,0.7697368421052632,0.75
Thriprayar,88,2,4.284090909090909,1,20,67,0.011363636363636364,0.22727272727272727,0.7613636363636364,0.75
Temi,116,1,4.275862068965517,4,21,91,0.034482758620689655,0.1810344827586207,0.7844827586206896,0.75
Barwani,4,1,4.25,0,1,3,0.0,0.25,0.75,0.75
Bhind,8,2,4.25,0,2,6,0.0,0.25,0.75,0.75
Carambolim,8,3,4.25,0,2,6,0.0,0.25,0.75,0.75
Erimayur-II,4,1,4.25,0,1,3,0.0,0.25,0.75,0.75
Nakhatrana,8,1,4.25,0,2,6,0.0,0.25,0.75,0.75
Paliyem,20,2,4.25,2,1,17,0.1,0.05,0.85,0.75
Pulpally,4,1,4.25,0,1,3,0.0,0.25,0.75,0.75
Sanquelim,12,3,4.25,0,3,9,0.0,0.25,0.75,0.75
Verinag,16,1,4.25,1,2,13,0.0625,0.125,0.8125,0.75
Virudachalam,4,1,4.25,0,1,3,0.0,0.25,0.75,0.75
Bhitarkanika National Park,72,2,4.236111111111111,1,16,55,0.013888888888888888,0.2222222222222222,0.7638888888888888,0.75
Kashipur,12,3,4.166666666666667,0,3,9,0.0,0.25,0.75,0.75
Mudumalai,16,1,4.125,0,4,12,0.0,0.25,0.75,0.75
Suryanelli,8,1,4.125,1,0,7,0.125,0.0,0.875,0.75
Sirpur,28,3,4.107142857142857,2,3,23,0.07142857142857142,0.10714285714285714,0.8214285714285714,0.75
Badgam,4,2,4.0,0,1,3,0.0,0.25,0.75,0.75
Sangolda,4,2,4.0,0,1,3,0.0,0.25,0.75,0.75
Thiruputkuzhi,4,1,4.0,0,1,3,0.0,0.25,0.75,0.75
Idar,8,4,3.875,1,0,7,0.125,0.0,0.875,0.75
Saligrama,8,2,3.875,0,2,6,0.0,0.25,0.75,0.75
Kaziranga National Park,270,2,4.229629629629629,5,58,207,0.018518518518518517,0.21481481481481482,0.7666666666666667,0.7481481481481482
Kullu,1413,21,4.319886765746638,52,252,1109,0.03680113234253362,0.17834394904458598,0.7848549186128804,0.7480537862703468
Athirappilly,1024,6,4.302734375,44,171,809,0.04296875,0.1669921875,0.7900390625,0.7470703125
Bogmalo,241,6,4.356846473029045,11,39,191,0.04564315352697095,0.16182572614107885,0.7925311203319502,0.7468879668049793
Ramnagar,466,9,4.278969957081545,19,80,367,0.0407725321888412,0.17167381974248927,0.7875536480686696,0.7467811158798283
Palanpur,71,11,4.23943661971831,3,12,56,0.04225352112676056,0.16901408450704225,0.7887323943661971,0.7464788732394365
Ambala,205,16,4.209756097560976,8,36,161,0.03902439024390244,0.17560975609756097,0.7853658536585366,0.7463414634146341
Chhatarpur,303,6,4.382838283828383,12,53,238,0.039603960396039604,0.17491749174917492,0.7854785478547854,0.7458745874587458
Arpora,2249,10,4.337927967985771,137,298,1814,0.0609159626500667,0.13250333481547355,0.8065807025344598,0.7456647398843931
Saputara,1618,19,4.260197775030902,68,276,1274,0.042027194066749075,0.17058096415327564,0.7873918417799752,0.7453646477132262
Lepakshi,654,4,4.270642201834862,28,111,515,0.04281345565749235,0.16972477064220184,0.7874617737003058,0.7446483180428134
Nameri National Park,43,1,4.348837209302325,2,7,34,0.046511627906976744,0.16279069767441862,0.7906976744186046,0.7441860465116279
Nanded,277,9,4.342960288808665,10,51,216,0.036101083032490974,0.18411552346570398,0.779783393501805,0.7436823104693141
Pondicherry,12256,53,4.2808420365535245,684,1778,9794,0.05580939947780679,0.14507180156657964,0.7991187989556136,0.7433093994778067
Jhalawar,74,9,4.27027027027027,3,13,58,0.04054054054054054,0.17567567567567569,0.7837837837837838,0.7432432432432432
Agra,39082,69,4.3098357300035826,1996,6057,31029,0.0510721048052812,0.15498183306893198,0.7939460621257868,0.7428739573205055
Pahalgam,3838,18,4.316831683168317,186,615,3037,0.0484627410109432,0.16023970818134445,0.7912975508077124,0.7428348097967692
Bhopal,5323,64,4.275032876197633,256,857,4210,0.048093180537291,0.16099943640804057,0.7909073830546685,0.7428142025173774
Siliguri,781,14,4.241997439180538,40,121,620,0.05121638924455826,0.15492957746478872,0.793854033290653,0.7426376440460947
Udaipur,30282,84,4.254639719965656,1362,5070,23850,0.044977214186645534,0.16742619377848228,0.7875965920348722,0.7426193778482266
Ernakulam,1506,28,4.246347941567065,56,276,1174,0.03718459495351926,0.18326693227091634,0.7795484727755644,0.7423638778220452
Vajreshwari,97,4,4.298969072164948,7,11,79,0.07216494845360824,0.1134020618556701,0.8144329896907216,0.7422680412371134
Meerut,419,19,4.229116945107399,21,66,332,0.050119331742243436,0.1575178997613365,0.7923627684964201,0.7422434367541766
Manali,15299,38,4.246355970978495,671,2615,12013,0.043859075756585396,0.1709262043270802,0.7852147199163344,0.741355644159749
Mumbai,80427,444,4.264712099170676,3639,13527,63261,0.04524599947778731,0.16818978701182438,0.7865642135103883,0.741318214032601
Ambaji,463,9,4.254859611231102,17,86,360,0.0367170626349892,0.1857451403887689,0.7775377969762419,0.7408207343412527
Bhandardara,108,2,4.361111111111111,5,18,85,0.046296296296296294,0.16666666666666666,0.7870370370370371,0.7407407407407408
Thiruchendur,212,4,4.245283018867925,10,35,167,0.04716981132075472,0.1650943396226415,0.7877358490566038,0.7405660377358491
Hyderabad,39411,244,4.270914211768288,1827,6572,31012,0.046357615894039736,0.16675547435995028,0.7868869097460099,0.7405292938519702
Antarvedi,50,1,4.26,1,11,38,0.02,0.22,0.76,0.74
Karur,96,6,4.229166666666667,3,19,74,0.03125,0.19791666666666666,0.7708333333333334,0.7395833333333334
Divar Island,23,1,4.304347826086956,1,4,18,0.043478260869565216,0.17391304347826086,0.782608695652174,0.7391304347826088
Namsai,23,1,4.304347826086956,0,6,17,0.0,0.2608695652173913,0.7391304347826086,0.7391304347826086
Mashobra,65,1,4.3076923076923075,2,13,50,0.03076923076923077,0.2,0.7692307692307693,0.7384615384615385
Kannur,2435,62,4.260369609856263,115,407,1913,0.04722792607802875,0.16714579055441478,0.7856262833675565,0.7383983572895277
Panvel,214,9,4.247663551401869,8,40,166,0.037383177570093455,0.18691588785046728,0.7757009345794392,0.7383177570093458
Mahabaleshwar,7771,40,4.251190322995753,355,1325,6091,0.045682666323510486,0.17050572641873632,0.7838116072577532,0.7381289409342427
Kuchaman,42,1,4.166666666666667,1,9,32,0.023809523809523808,0.21428571428571427,0.7619047619047619,0.738095238095238
Ranchi,1576,34,4.256345177664975,67,279,1230,0.04251269035532995,0.17703045685279187,0.7804568527918782,0.7379441624365481
Kodaikanal,11146,33,4.237035707877266,594,1733,8819,0.05329266104432083,0.15548178718822897,0.7912255517674502,0.7379328907231294
Kollur,557,10,4.210053859964093,14,118,425,0.025134649910233394,0.2118491921005386,0.7630161579892281,0.7378815080789947
Khandala,2208,16,4.278985507246377,123,333,1752,0.05570652173913043,0.15081521739130435,0.7934782608695652,0.7377717391304348
Tadipatri,19,2,4.368421052631579,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Pallivasal,19,1,4.105263157894737,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Sangla,756,9,4.26058201058201,32,135,589,0.042328042328042326,0.17857142857142858,0.7791005291005291,0.7367724867724867
Namchi,604,13,4.240066225165563,16,127,461,0.026490066225165563,0.21026490066225165,0.7632450331125827,0.7367549668874172
Chikkaballapur,1294,14,4.276661514683153,64,213,1017,0.04945904173106646,0.16460587326120557,0.785935085007728,0.7364760432766616
Palghar,110,8,4.3090909090909095,5,19,86,0.045454545454545456,0.17272727272727273,0.7818181818181819,0.7363636363636364
Karimnagar,72,5,4.263888888888889,4,11,57,0.05555555555555555,0.1527777777777778,0.7916666666666666,0.736111111111111
Tumkur,341,20,4.30791788856305,11,68,262,0.03225806451612903,0.19941348973607037,0.7683284457478006,0.7360703812316716
Yavatmal,34,8,4.352941176470588,1,7,26,0.029411764705882353,0.20588235294117646,0.7647058823529411,0.7352941176470588
Mananthavady,34,9,4.147058823529412,1,7,26,0.029411764705882353,0.20588235294117646,0.7647058823529411,0.7352941176470588
Kumbhalgarh,1898,10,4.243414120126449,86,331,1481,0.045310853530031614,0.1743940990516333,0.7802950474183351,0.7349841938883035
Tirumala,83,1,4.349397590361446,2,18,63,0.024096385542168676,0.21686746987951808,0.7590361445783133,0.7349397590361446
Vijayawada,1677,23,4.220035778175313,69,307,1301,0.04114490161001789,0.1830649970184854,0.7757901013714967,0.7346451997614788
Ratnagiri,1348,43,4.268545994065282,62,234,1052,0.04599406528189911,0.17359050445103857,0.7804154302670623,0.7344213649851632
Indore,5450,54,4.210091743119266,211,1026,4213,0.03871559633027523,0.18825688073394495,0.7730275229357798,0.7343119266055046
Palolem,237,2,4.105485232067511,10,43,184,0.04219409282700422,0.18143459915611815,0.7763713080168776,0.7341772151898733
Nandurbar,15,6,4.266666666666667,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Ankleshwar,15,2,4.0,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Hamirpur,15,2,4.466666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Chhindwara,60,6,4.166666666666667,1,14,45,0.016666666666666666,0.23333333333333334,0.75,0.7333333333333333
Gouradanda,15,1,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Velsao,15,3,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Satara,1045,38,4.218181818181818,36,207,802,0.03444976076555024,0.19808612440191387,0.7674641148325358,0.7330143540669856
Thiruvannamalai,707,12,4.2319660537482315,17,155,535,0.024045261669024046,0.21923620933521923,0.7567185289957568,0.7326732673267327
Bathinda,340,15,4.214705882352941,13,65,262,0.03823529411764706,0.19117647058823528,0.7705882352941177,0.7323529411764707
Vythiri,1235,3,4.245344129554656,62,207,966,0.05020242914979757,0.16761133603238867,0.7821862348178138,0.7319838056680162
Pune,22623,268,4.247137868540865,1131,3804,17688,0.049993369579631346,0.16814746054899882,0.7818591698713698,0.7318658002917385
Halebid,782,4,4.234015345268542,35,140,607,0.04475703324808184,0.17902813299232737,0.7762148337595908,0.7314578005115089
Nanjangud,26,1,4.038461538461538,2,3,21,0.07692307692307693,0.11538461538461539,0.8076923076923077,0.7307692307692308
Kayavarohan,26,2,4.230769230769231,0,7,19,0.0,0.2692307692307692,0.7307692307692307,0.7307692307692307
Rewari,78,3,4.217948717948718,0,21,57,0.0,0.2692307692307692,0.7307692307692307,0.7307692307692307
Kuruppampady,37,1,4.297297297297297,2,6,29,0.05405405405405406,0.16216216216216217,0.7837837837837838,0.7297297297297297
Asansol,244,9,4.180327868852459,13,40,191,0.05327868852459016,0.16393442622950818,0.7827868852459017,0.7295081967213115
Visakhapatnam (Vizag),9943,60,4.23463743337021,508,1677,7758,0.0510912199537363,0.16866136980790505,0.7802474102383586,0.7291561902846223
Vikarabad,155,4,4.283870967741936,6,30,119,0.03870967741935484,0.1935483870967742,0.7677419354838709,0.7290322580645161
Patiala,634,18,4.23186119873817,23,126,485,0.03627760252365931,0.19873817034700317,0.7649842271293376,0.7287066246056783
Bharatpur,2052,9,4.2290448343079925,105,347,1600,0.05116959064327485,0.16910331384015595,0.7797270955165692,0.7285575048732943
Chidambaram,655,10,4.241221374045802,23,132,500,0.035114503816793895,0.2015267175572519,0.7633587786259542,0.7282442748091603
Baramati,169,3,4.159763313609467,6,34,129,0.03550295857988166,0.20118343195266272,0.7633136094674556,0.727810650887574
Panjim,7108,59,4.2580191333708495,420,1095,5593,0.05908835115362971,0.1540517726505346,0.7868598761958356,0.7277715250422059
New Delhi,95199,424,4.26310150316705,5234,15476,74489,0.054979569113120935,0.16256473282282377,0.7824556980640553,0.7274761289509344
Nawada,11,2,4.454545454545454,1,1,9,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.7272727272727273
Hatkoti,11,2,4.363636363636363,1,1,9,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.7272727272727273
Kemmannagundi,11,1,4.363636363636363,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273
Sultanpur,22,4,4.2272727272727275,1,4,17,0.045454545454545456,0.18181818181818182,0.7727272727272727,0.7272727272727273
Dharampur,11,3,4.181818181818182,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273
Achooranam,44,1,4.136363636363637,1,10,33,0.022727272727272728,0.22727272727272727,0.75,0.7272727272727273
Unnao,11,1,4.090909090909091,0,3,8,0.0,0.2727272727272727,0.7272727272727273,0.7272727272727273
Modhera,381,2,4.233595800524935,15,74,292,0.03937007874015748,0.1942257217847769,0.7664041994750657,0.7270341207349081
Jabalpur,2405,25,4.22079002079002,108,441,1856,0.04490644490644491,0.18336798336798338,0.7717255717255718,0.7268191268191269
Bodh Gaya,2262,26,4.225464190981432,71,476,1715,0.03138815207780725,0.21043324491600354,0.7581786030061892,0.726790450928382
Kutch,1240,23,4.241129032258065,46,247,947,0.037096774193548385,0.19919354838709677,0.7637096774193548,0.7266129032258064
Honnavar,95,11,4.231578947368421,5,16,74,0.05263157894736842,0.16842105263157894,0.7789473684210526,0.7263157894736842
Sahibabad,73,2,4.178082191780822,3,14,56,0.0410958904109589,0.1917808219178082,0.7671232876712328,0.726027397260274
Munnar,11728,31,4.230559345156889,527,2164,9037,0.04493519781718963,0.1845156889495225,0.7705491132332879,0.7256139154160983
Bhavnagar,690,24,4.2101449275362315,27,136,527,0.0391304347826087,0.19710144927536233,0.763768115942029,0.7246376811594203
Matheran,2325,22,4.227096774193549,104,433,1788,0.044731182795698925,0.18623655913978496,0.7690322580645161,0.7243010752688173
Ludhiana,649,27,4.211093990755008,29,121,499,0.04468412942989214,0.1864406779661017,0.7688751926040062,0.724191063174114
Rajahmundry,485,15,4.216494845360825,12,110,363,0.024742268041237112,0.2268041237113402,0.7484536082474227,0.7237113402061855
Bhagsu Nag,76,2,4.2631578947368425,4,13,59,0.05263157894736842,0.17105263157894737,0.7763157894736842,0.7236842105263157
Chiplun,123,8,4.252032520325203,6,22,95,0.04878048780487805,0.17886178861788618,0.7723577235772358,0.7235772357723577
Ariyurnadu,47,1,4.382978723404255,3,7,37,0.06382978723404255,0.14893617021276595,0.7872340425531915,0.723404255319149
Kadi,47,1,4.25531914893617,3,7,37,0.06382978723404255,0.14893617021276595,0.7872340425531915,0.723404255319149
Naggar,1041,6,4.24207492795389,45,198,798,0.043227665706051875,0.19020172910662825,0.7665706051873199,0.723342939481268
Nagarhole National Park,206,3,4.247572815533981,11,35,160,0.05339805825242718,0.16990291262135923,0.7766990291262136,0.7233009708737864
Neil Island,1809,10,4.27363184079602,109,284,1416,0.06025428413488115,0.15699281370923163,0.7827529021558872,0.722498618021006
Phagwara,18,2,4.0,2,1,15,0.1111111111111111,0.05555555555555555,0.8333333333333334,0.7222222222222223
Dewas,54,5,4.222222222222222,1,13,40,0.018518518518518517,0.24074074074074073,0.7407407407407407,0.7222222222222222
Banavasi,18,1,4.111111111111111,0,5,13,0.0,0.2777777777777778,0.7222222222222222,0.7222222222222222
Beed,18,2,4.111111111111111,0,5,13,0.0,0.2777777777777778,0.7222222222222222,0.7222222222222222
Ukhimath,295,2,4.196610169491525,9,64,222,0.030508474576271188,0.21694915254237288,0.752542372881356,0.7220338983050848
Auli,133,6,4.2706766917293235,5,27,101,0.03759398496240601,0.20300751879699247,0.7593984962406015,0.7218045112781954
Yuksom,212,8,4.311320754716981,8,43,161,0.03773584905660377,0.2028301886792453,0.7594339622641509,0.7216981132075472
Cooch Behar,176,12,4.113636363636363,9,31,136,0.05113636363636364,0.17613636363636365,0.7727272727272727,0.7215909090909091
Hospet,553,4,4.193490054249548,26,102,425,0.04701627486437613,0.1844484629294756,0.7685352622061483,0.7215189873417722
Goa Velha,3243,9,4.206598828245451,121,662,2460,0.03731113166820845,0.20413197656490903,0.7585568917668826,0.7212457600986741
Trivandrum,11176,103,4.223335719398712,460,2197,8519,0.041159627773801,0.19658196134574088,0.7622584108804581,0.7210987831066571
Coonoor,3125,19,4.21024,178,516,2431,0.05696,0.16512,0.77792,0.7209599999999999
Lachen,43,1,4.1395348837209305,2,8,33,0.046511627906976744,0.18604651162790697,0.7674418604651163,0.7209302325581396
Mawlynnong,826,5,4.236077481840193,34,163,629,0.04116222760290557,0.1973365617433414,0.761501210653753,0.7203389830508474
Almora,1162,19,4.211703958691911,49,227,886,0.04216867469879518,0.19535283993115318,0.7624784853700516,0.7203098106712564
Malsi,665,1,4.254135338345865,51,84,530,0.07669172932330827,0.12631578947368421,0.7969924812030075,0.7203007518796992
Nalagarh,25,3,4.28,3,1,21,0.12,0.04,0.84,0.72
Bhandara,25,5,4.2,1,5,19,0.04,0.2,0.76,0.72
Rajnandgaon,25,3,4.2,0,7,18,0.0,0.28,0.72,0.72
Jowai,232,16,4.232758620689655,6,53,173,0.02586206896551724,0.22844827586206898,0.7456896551724138,0.7198275862068966
Khajuraho,3137,38,4.223780682180427,117,645,2375,0.03729678036340452,0.20561045584953777,0.7570927637870577,0.7197959834236531
Bapatla,132,2,4.287878787878788,6,25,101,0.045454545454545456,0.1893939393939394,0.7651515151515151,0.7196969696969697
